ticker,,SPX Index,SPX Index,NDX Index,NDX Index
NDX Index,2021-03-23,,,27.7523,13017.79
NDX Index,2021-03-24,,,27.3009,12798.88
NDX Index,2021-03-25,,,27.2608,12780.51
NDX Index,2021-03-26,,,27.6806,12979.12
NDX Index,2021-03-29,,,27.6505,12965.74
NDX Index,2021-03-30,,,27.489,12896.53
NDX Index,2021-03-31,,,27.8088,13091.44
NDX Index,2021-04-01,,,28.2477,13329.51
NDX Index,2021-04-02,,,28.2522,
NDX Index,2021-04-05,,,28.8194,13598.16
NDX Index,2021-04-06,,,28.7739,13578.46
NDX Index,2021-04-07,,,28.8749,13616.7
NDX Index,2021-04-08,,,29.199,13758.5
NDX Index,2021-04-09,,,29.3829,13845.05
NDX Index,2021-04-12,,,29.3348,13819.35
NDX Index,2021-04-13,,,29.68,13986.49
NDX Index,2021-04-14,,,29.2818,13803.91
NDX Index,2021-04-15,,,29.7506,14026.19
NDX Index,2021-04-16,,,29.7878,14041.91
NDX Index,2021-04-19,,,29.4424,13907.67
NDX Index,2021-04-20,,,29.2757,13809.3
NDX Index,2021-04-21,,,29.4951,13935.15
NDX Index,2021-04-22,,,29.0983,13762.36
NDX Index,2021-04-23,,,29.5057,13941.44
NDX Index,2021-04-26,,,29.6756,14026.16
NDX Index,2021-04-27,,,29.3443,13960.28
NDX Index,2021-04-28,,,28.2829,13901.62
NDX Index,2021-04-29,,,28.1827,13970.21
NDX Index,2021-04-30,,,27.7932,13860.76
NDX Index,2021-05-03,,,27.6451,13799.72
NDX Index,2021-05-04,,,27.1253,13544.67
NDX Index,2021-05-05,,,27.0353,13503.37
NDX Index,2021-05-06,,,27.1755,13613.73
NDX Index,2021-05-07,,,27.3757,13719.63
NDX Index,2021-05-10,,,26.649,13359.08
NDX Index,2021-05-11,,,26.6623,13351.27
NDX Index,2021-05-12,,,25.9639,13001.63
NDX Index,2021-05-13,,,26.1709,13109.15
NDX Index,2021-05-14,,,26.7383,13393.12
NDX Index,2021-05-17,,,26.5574,13312.91
NDX Index,2021-05-18,,,26.3914,13217.68
NDX Index,2021-05-19,,,26.461,13237.91
NDX Index,2021-05-20,,,26.957,13494.09
NDX Index,2021-05-21,,,26.7517,13411.74
NDX Index,2021-05-24,,,27.2094,13641.75
NDX Index,2021-05-25,,,27.2429,13657.73
NDX Index,2021-05-26,,,27.3205,13702.74
NDX Index,2021-05-27,,,27.2046,13657.85
NDX Index,2021-05-28,,,27.2633,13686.51
NDX Index,2021-05-31,,,27.2648,
NDX Index,2021-06-01,,,27.1988,13654.59
NDX Index,2021-06-02,,,27.2494,13675.79
NDX Index,2021-06-03,,,27.0342,13529.68
NDX Index,2021-06-04,,,27.5109,13770.77
NDX Index,2021-06-07,,,27.5807,13802.89
NDX Index,2021-06-08,,,27.5936,13810.86
NDX Index,2021-06-09,,,27.6005,13814.94
NDX Index,2021-06-10,,,27.8418,13960.35
NDX Index,2021-06-11,,,27.9193,13998.3
NDX Index,2021-06-14,,,28.1763,14128.2
NDX Index,2021-06-15,,,27.9785,14030.41
NDX Index,2021-06-16,,,27.882,13983.01
NDX Index,2021-06-17,,,28.2552,14163.81
NDX Index,2021-06-18,,,28.0254,14049.58
NDX Index,2021-06-21,,,28.2042,14137.23
NDX Index,2021-06-22,,,28.4673,14270.42
NDX Index,2021-06-23,,,28.475,14274.24
NDX Index,2021-06-24,,,28.6572,14365.96
NDX Index,2021-06-25,,,28.613,14345.18
NDX Index,2021-06-28,,,28.9695,14524.98
NDX Index,2021-06-29,,,29.0613,14572.75
NDX Index,2021-06-30,,,28.9991,14554.8
NDX Index,2021-07-01,,,28.9667,14560.05
NDX Index,2021-07-02,,,29.297,14727.63
NDX Index,2021-07-05,,,29.303,
NDX Index,2021-07-06,,,29.4156,14786.36
NDX Index,2021-07-07,,,29.4617,14810.54
NDX Index,2021-07-08,,,29.2944,14722.14
NDX Index,2021-07-09,,,29.491,14826.09
NDX Index,2021-07-12,,,29.5902,14877.89
NDX Index,2021-07-13,,,29.5707,14874.54
NDX Index,2021-07-14,,,29.6147,14900.44
NDX Index,2021-07-15,,,29.3946,14794.69
NDX Index,2021-07-16,,,29.1641,14681.38
NDX Index,2021-07-19,,,28.8968,14549.09
NDX Index,2021-07-20,,,29.2368,14728.21
NDX Index,2021-07-21,,,29.5177,14842.63
NDX Index,2021-07-22,,,29.6896,14940.17
NDX Index,2021-07-23,,,30.0496,15111.79
NDX Index,2021-07-26,,,30.0313,15125.95
NDX Index,2021-07-27,,,29.1506,14956.97
NDX Index,2021-07-28,,,28.9391,15018.1
NDX Index,2021-07-29,,,28.8636,15048.36
NDX Index,2021-07-30,,,28.6597,14959.9
NDX Index,2021-08-02,,,28.6175,14963.62
NDX Index,2021-08-03,,,28.7948,15061.42
NDX Index,2021-08-04,,,28.8043,15083.39
NDX Index,2021-08-05,,,28.8719,15181.64
NDX Index,2021-08-06,,,28.707,15109.36
NDX Index,2021-08-09,,,28.7547,15133.11
NDX Index,2021-08-10,,,28.6139,15053.58
NDX Index,2021-08-11,,,28.561,15027.76
NDX Index,2021-08-12,,,28.6812,15088.98
NDX Index,2021-08-13,,,28.7746,15136.68
NDX Index,2021-08-16,,,28.7833,15140.77
NDX Index,2021-08-17,,,28.5212,15002.83
NDX Index,2021-08-18,,,28.1836,14857.92
NDX Index,2021-08-19,,,28.304,14933.94
NDX Index,2021-08-20,,,28.5957,15092.57
NDX Index,2021-08-23,,,29.0121,15312.82
NDX Index,2021-08-24,,,29.0952,15357.68
NDX Index,2021-08-25,,,29.1292,15368.92
NDX Index,2021-08-26,,,29.1128,15278.52
NDX Index,2021-08-27,,,29.414,15432.95
NDX Index,2021-08-30,,,29.7471,15605.09
NDX Index,2021-08-31,,,29.7113,15582.51
NDX Index,2021-09-01,,,29.7849,15611.57
NDX Index,2021-09-02,,,29.8417,15604.25
NDX Index,2021-09-03,,,29.9293,15652.86
NDX Index,2021-09-06,,,29.9276,
NDX Index,2021-09-07,,,29.9612,15675.76
NDX Index,2021-09-08,,,29.8368,15620.85
NDX Index,2021-09-09,,,29.7162,15561.05
NDX Index,2021-09-10,,,29.4858,15440.75
NDX Index,2021-09-13,,,29.5333,15434.5
NDX Index,2021-09-14,,,29.4937,15382.9
NDX Index,2021-09-15,,,29.7024,15503.53
NDX Index,2021-09-16,,,29.7635,15515.91
NDX Index,2021-09-17,,,29.4134,15333.47
NDX Index,2021-09-20,,,28.845,15012.19
NDX Index,2021-09-21,,,28.8877,15027.77
NDX Index,2021-09-22,,,29.1721,15176.51
NDX Index,2021-09-23,,,29.4379,15316.58
NDX Index,2021-09-24,,,29.4639,15329.68
NDX Index,2021-09-27,,,29.137,15204.83
NDX Index,2021-09-28,,,28.3353,14770.3
NDX Index,2021-09-29,,,28.3083,14752.89
NDX Index,2021-09-30,,,28.1855,14689.62
NDX Index,2021-10-01,,,28.3817,14791.87
NDX Index,2021-10-04,,,27.7575,14472.12
NDX Index,2021-10-05,,,28.1764,14674.15
NDX Index,2021-10-06,,,28.3593,14766.75
NDX Index,2021-10-07,,,28.6101,14897.13
NDX Index,2021-10-08,,,28.4633,14820.75
NDX Index,2021-10-11,,,28.2619,14713.73
NDX Index,2021-10-12,,,28.1669,14662.11
NDX Index,2021-10-13,,,28.3855,14774.6
NDX Index,2021-10-14,,,28.9158,15052.42
NDX Index,2021-10-15,,,29.1003,15146.92
NDX Index,2021-10-18,,,29.4039,15300.89
NDX Index,2021-10-19,,,29.6095,15410.72
NDX Index,2021-10-20,,,29.5996,15388.71
NDX Index,2021-10-21,,,29.7504,15489.59
NDX Index,2021-10-22,,,29.4857,15355.07
NDX Index,2021-10-25,,,29.8128,15514.19
NDX Index,2021-10-26,,,29.8402,15559.49
NDX Index,2021-10-27,,,29.947,15598.39
NDX Index,2021-10-28,,,30.3266,15778.16
NDX Index,2021-10-29,,,30.5555,15850.47
NDX Index,2021-11-01,,,30.6367,15905.28
NDX Index,2021-11-02,,,30.7445,15972.49
NDX Index,2021-11-03,,,31.0478,16144.5
NDX Index,2021-11-04,,,31.5326,16346.24
NDX Index,2021-11-05,,,31.5904,16359.38
NDX Index,2021-11-08,,,31.5428,16336.03
NDX Index,2021-11-09,,,31.3432,16219.94
NDX Index,2021-11-10,,,30.8945,15985.57
NDX Index,2021-11-11,,,30.9834,16032.47
NDX Index,2021-11-12,,,31.33,16199.88
NDX Index,2021-11-15,,,31.315,16189.12
NDX Index,2021-11-16,,,31.5505,16309.77
NDX Index,2021-11-17,,,31.6108,16308.07
NDX Index,2021-11-18,,,31.9501,16482.97
NDX Index,2021-11-19,,,32.1211,16573.34
NDX Index,2021-11-22,,,31.7446,16380.98
NDX Index,2021-11-23,,,31.6096,16306.72
NDX Index,2021-11-24,,,31.7285,16367.81
NDX Index,2021-11-25,,,31.7285,
NDX Index,2021-11-26,,,31.0706,16025.58
NDX Index,2021-11-29,,,31.7787,16399.24
NDX Index,2021-11-30,,,31.2588,16135.92
NDX Index,2021-12-01,,,30.7911,15877.72
NDX Index,2021-12-02,,,31.0271,15990.76
NDX Index,2021-12-03,,,30.5102,15712.04
NDX Index,2021-12-06,,,30.7629,15846.16
NDX Index,2021-12-07,,,31.6928,16325.66
NDX Index,2021-12-08,,,31.7977,16394.34
NDX Index,2021-12-09,,,31.3958,16149.57
NDX Index,2021-12-10,,,31.7458,16331.98
NDX Index,2021-12-13,,,31.2589,16082.55
NDX Index,2021-12-14,,,30.9133,15914.9
NDX Index,2021-12-15,,,31.6549,16289.59
NDX Index,2021-12-16,,,30.8467,15863.94
NDX Index,2021-12-17,,,30.7268,15801.46
NDX Index,2021-12-20,,,30.548,15627.64
NDX Index,2021-12-21,,,31.2473,15986.28
NDX Index,2021-12-22,,,31.6201,16180.14
NDX Index,2021-12-23,,,31.8715,16308.21
NDX Index,2021-12-24,,,31.8717,
NDX Index,2021-12-27,,,32.3785,16567.5
NDX Index,2021-12-28,,,32.2244,16488.66
NDX Index,2021-12-29,,,32.2288,16491.01
NDX Index,2021-12-30,,,32.1091,16429.1
NDX Index,2021-12-31,,,31.8935,16320.08
NDX Index,2022-01-03,,,32.2323,16501.77
NDX Index,2022-01-04,,,31.7741,16279.73
NDX Index,2022-01-05,,,30.7822,15771.78
NDX Index,2022-01-06,,,30.7683,15765.36
NDX Index,2022-01-07,,,30.4322,15592.19
NDX Index,2022-01-10,,,30.4739,15614.43
NDX Index,2022-01-11,,,30.9253,15844.12
NDX Index,2022-01-12,,,31.0444,15905.1
NDX Index,2022-01-13,,,30.246,15495.62
NDX Index,2022-01-14,,,30.4631,15611.59
NDX Index,2022-01-17,,,30.4637,
NDX Index,2022-01-18,,,29.678,15210.76
NDX Index,2022-01-19,,,29.3607,15047.84
NDX Index,2022-01-20,,,29.0267,14846.46
NDX Index,2022-01-21,,,28.2217,14438.4
NDX Index,2022-01-24,,,28.3573,14509.58
NDX Index,2022-01-25,,,27.6053,14149.12
NDX Index,2022-01-26,,,27.7363,14172.76
NDX Index,2022-01-27,,,27.3351,14003.11
NDX Index,2022-01-28,,,28.1602,14454.61
NDX Index,2022-01-31,,,29.1274,14930.05
NDX Index,2022-02-01,,,30.0074,15019.68
NDX Index,2022-02-02,,,30.0329,15139.74
NDX Index,2022-02-03,,,29.021,14501.11
NDX Index,2022-02-04,,,29.3854,14694.35
NDX Index,2022-02-07,,,29.3073,14571.25
NDX Index,2022-02-08,,,29.7704,14747.03
NDX Index,2022-02-09,,,30.3876,15056.96
NDX Index,2022-02-10,,,29.6846,14705.64
NDX Index,2022-02-11,,,28.7948,14253.84
NDX Index,2022-02-14,,,28.8246,14268.59
NDX Index,2022-02-15,,,29.5049,14620.82
NDX Index,2022-02-16,,,29.4629,14603.64
NDX Index,2022-02-17,,,28.5916,14171.74
NDX Index,2022-02-18,,,28.2698,14009.54
NDX Index,2022-02-21,,,28.2702,
NDX Index,2022-02-22,,,28.012,13870.53
NDX Index,2022-02-23,,,27.265,13509.43
NDX Index,2022-02-24,,,28.1998,13974.67
NDX Index,2022-02-25,,,28.6327,14189.16
NDX Index,2022-02-28,,,28.8842,14237.81
NDX Index,2022-03-01,,,28.4488,14005.99
NDX Index,2022-03-02,,,28.939,14243.69
NDX Index,2022-03-03,,,24.4478,14035.21
NDX Index,2022-03-04,,,24.0957,13837.83
NDX Index,2022-03-07,,,23.2004,13319.38
NDX Index,2022-03-08,,,23.1184,13267.61
NDX Index,2022-03-09,,,23.9287,13742.2
NDX Index,2022-03-10,,,23.6689,13591.0
NDX Index,2022-03-11,,,23.1667,13301.83
NDX Index,2022-03-14,,,22.7328,13046.64
NDX Index,2022-03-15,,,23.3994,13458.56
NDX Index,2022-03-16,,,24.2821,13956.79
NDX Index,2022-03-17,,,24.5487,14118.6
NDX Index,2022-03-18,,,25.0759,14420.08
NDX Index,2022-03-21,,,25.0546,14376.09
NDX Index,2022-03-22,,,25.5546,14654.33
NDX Index,2022-03-23,,,25.1939,14447.55
NDX Index,2022-03-24,,,25.7513,14765.69
NDX Index,2022-03-25,,,25.7315,14754.31
NDX Index,2022-03-28,,,26.1312,14987.4
NDX Index,2022-03-29,,,26.56,15239.32
NDX Index,2022-03-30,,,26.2657,15071.55
NDX Index,2022-03-31,,,25.8593,14838.49
NDX Index,2022-04-01,,,25.9022,14861.21
NDX Index,2022-04-04,,,26.4344,15159.58
NDX Index,2022-04-05,,,25.845,14820.64
NDX Index,2022-04-06,,,25.2786,14498.88
NDX Index,2022-04-07,,,25.3585,14531.81
NDX Index,2022-04-08,,,24.9885,14327.26
NDX Index,2022-04-11,,,24.4201,13990.21
NDX Index,2022-04-12,,,24.3597,13940.24
NDX Index,2022-04-13,,,24.8337,14217.29
NDX Index,2022-04-14,,,24.2537,13893.21
NDX Index,2022-04-15,,,24.2535,
NDX Index,2022-04-18,,,24.2955,13910.76
NDX Index,2022-04-19,,,24.8233,14210.26
NDX Index,2022-04-20,,,24.3865,13998.53
NDX Index,2022-04-21,,,23.868,13720.45
NDX Index,2022-04-22,,,23.2622,13356.87
NDX Index,2022-04-25,,,23.587,13533.22
NDX Index,2022-04-26,,,22.6955,13009.71
NDX Index,2022-04-27,,,22.7285,13003.36
NDX Index,2022-04-28,,,23.6544,13456.06
NDX Index,2022-04-29,,,22.7715,12854.8
NDX Index,2022-05-02,,,23.2154,13075.85
NDX Index,2022-05-03,,,23.2336,13089.9
NDX Index,2022-05-04,,,24.0042,13535.71
NDX Index,2022-05-05,,,22.8179,12850.55
NDX Index,2022-05-06,,,22.5345,12693.54
NDX Index,2022-05-09,,,21.6408,12187.72
NDX Index,2022-05-10,,,21.9218,12345.86
NDX Index,2022-05-11,,,21.2613,11967.56
NDX Index,2022-05-12,,,21.2235,11945.5
NDX Index,2022-05-13,,,22.0097,12387.4
NDX Index,2022-05-16,,,21.7592,12243.58
NDX Index,2022-05-17,,,22.3312,12564.1
NDX Index,2022-05-18,,,21.231,11928.31
NDX Index,2022-05-19,,,21.1752,11875.63
NDX Index,2022-05-20,,,21.1261,11835.62
NDX Index,2022-05-23,,,21.4864,12034.28
NDX Index,2022-05-24,,,21.0295,11769.84
NDX Index,2022-05-25,,,21.3726,11943.93
NDX Index,2022-05-26,,,22.0554,12276.79
NDX Index,2022-05-27,,,22.7786,12681.42
NDX Index,2022-05-30,,,22.7649,
NDX Index,2022-05-31,,,22.7346,12642.1
NDX Index,2022-06-01,,,22.5657,12548.36
NDX Index,2022-06-02,,,23.2069,12892.89
NDX Index,2022-06-03,,,22.5928,12548.03
NDX Index,2022-06-06,,,22.6778,12599.63
NDX Index,2022-06-07,,,22.8804,12711.68
NDX Index,2022-06-08,,,22.7044,12615.13
NDX Index,2022-06-09,,,22.1104,12269.78
NDX Index,2022-06-10,,,21.3158,11832.82
NDX Index,2022-06-13,,,20.3373,11288.32
NDX Index,2022-06-14,,,20.3866,11311.69
NDX Index,2022-06-15,,,20.8883,11593.77
NDX Index,2022-06-16,,,20.0663,11127.57
NDX Index,2022-06-17,,,20.3327,11265.99
NDX Index,2022-06-20,,,20.3406,
NDX Index,2022-06-21,,,20.7658,11546.76
NDX Index,2022-06-22,,,20.7422,11527.71
NDX Index,2022-06-23,,,21.057,11697.68
NDX Index,2022-06-24,,,21.8073,12105.85
NDX Index,2022-06-27,,,21.6287,12008.24
NDX Index,2022-06-28,,,21.0321,11637.77
NDX Index,2022-06-29,,,21.0695,11658.26
NDX Index,2022-06-30,,,20.8492,11503.72
NDX Index,2022-07-01,,,21.0599,11585.68
NDX Index,2022-07-04,,,21.0632,
NDX Index,2022-07-05,,,21.4465,11779.9
NDX Index,2022-07-06,,,21.5837,11852.59
NDX Index,2022-07-07,,,22.0531,12109.05
NDX Index,2022-07-08,,,22.0874,12125.69
NDX Index,2022-07-11,,,21.6123,11860.28
NDX Index,2022-07-12,,,21.4231,11744.99
NDX Index,2022-07-13,,,21.4148,11728.53
NDX Index,2022-07-14,,,21.5248,11768.4
NDX Index,2022-07-15,,,21.9163,11983.62
NDX Index,2022-07-18,,,21.7118,11877.5
NDX Index,2022-07-19,,,22.4149,12249.42
NDX Index,2022-07-20,,,22.7672,12439.68
NDX Index,2022-07-21,,,23.0924,12619.41
NDX Index,2022-07-22,,,22.6857,12396.47
NDX Index,2022-07-25,,,22.5864,12328.41
NDX Index,2022-07-26,,,22.1968,12086.9
NDX Index,2022-07-27,,,23.2865,12601.47
NDX Index,2022-07-28,,,23.7616,12717.87
NDX Index,2022-07-29,,,24.2845,12947.97
NDX Index,2022-08-01,,,24.2886,12940.78
NDX Index,2022-08-02,,,24.2687,12901.6
NDX Index,2022-08-03,,,24.9641,13253.26
NDX Index,2022-08-04,,,25.1097,13311.04
NDX Index,2022-08-05,,,24.9192,13207.69
NDX Index,2022-08-08,,,24.9669,13159.16
NDX Index,2022-08-09,,,24.7459,13008.17
NDX Index,2022-08-10,,,25.4615,13378.32
NDX Index,2022-08-11,,,25.3092,13291.99
NDX Index,2022-08-12,,,25.8354,13565.87
NDX Index,2022-08-15,,,26.0265,13667.18
NDX Index,2022-08-16,,,25.954,13635.21
NDX Index,2022-08-17,,,25.6769,13470.86
NDX Index,2022-08-18,,,25.7439,13505.99
NDX Index,2022-08-19,,,25.2539,13242.9
NDX Index,2022-08-22,,,24.6089,12890.54
NDX Index,2022-08-23,,,24.6144,12881.79
NDX Index,2022-08-24,,,24.7662,12917.86
NDX Index,2022-08-25,,,25.2496,13143.58
NDX Index,2022-08-26,,,24.2267,12605.17
NDX Index,2022-08-29,,,23.9878,12484.32
NDX Index,2022-08-30,,,23.7106,12342.7
NDX Index,2022-08-31,,,23.6055,12272.03
NDX Index,2022-09-01,,,23.6612,12274.63
NDX Index,2022-09-02,,,23.32,12098.44
NDX Index,2022-09-05,,,23.3246,
NDX Index,2022-09-06,,,23.1533,12011.31
NDX Index,2022-09-07,,,23.6622,12259.39
NDX Index,2022-09-08,,,23.7963,12321.19
NDX Index,2022-09-09,,,24.3182,12588.29
NDX Index,2022-09-12,,,24.6224,12739.72
NDX Index,2022-09-13,,,23.2999,12033.62
NDX Index,2022-09-14,,,23.4953,12134.4
NDX Index,2022-09-15,,,23.1084,11927.49
NDX Index,2022-09-16,,,22.9828,11861.38
NDX Index,2022-09-19,,,23.0801,11953.27
NDX Index,2022-09-20,,,22.8864,11851.54
NDX Index,2022-09-21,,,22.4773,11637.79
NDX Index,2022-09-22,,,22.2217,11501.65
NDX Index,2022-09-23,,,21.8571,11311.24
NDX Index,2022-09-26,,,21.7669,11254.11
NDX Index,2022-09-27,,,21.8018,11271.75
NDX Index,2022-09-28,,,22.1914,11493.83
NDX Index,2022-09-29,,,21.5869,11164.78
NDX Index,2022-09-30,,,21.2297,10971.22
NDX Index,2022-10-03,,,21.7356,11229.73
NDX Index,2022-10-04,,,22.3945,11582.54
NDX Index,2022-10-05,,,22.3834,11573.18
NDX Index,2022-10-06,,,22.2719,11485.5
NDX Index,2022-10-07,,,21.4172,11039.47
NDX Index,2022-10-10,,,21.209,10926.97
NDX Index,2022-10-11,,,20.9588,10791.35
NDX Index,2022-10-12,,,20.9433,10785.62
NDX Index,2022-10-13,,,21.4543,11033.58
NDX Index,2022-10-14,,,20.7963,10692.06
NDX Index,2022-10-17,,,21.5631,11062.53
NDX Index,2022-10-18,,,21.7446,11147.74
NDX Index,2022-10-19,,,21.6418,11103.38
NDX Index,2022-10-20,,,21.53,11046.71
NDX Index,2022-10-21,,,22.0681,11310.33
NDX Index,2022-10-24,,,22.3153,11430.26
NDX Index,2022-10-25,,,22.7699,11669.99
NDX Index,2022-10-26,,,22.3627,11405.9
NDX Index,2022-10-27,,,22.0059,11191.63
NDX Index,2022-10-28,,,22.7233,11546.21
NDX Index,2022-10-31,,,22.4632,11405.57
NDX Index,2022-11-01,,,22.2785,11288.95
NDX Index,2022-11-02,,,21.5534,10906.34
NDX Index,2022-11-03,,,21.3584,10690.6
NDX Index,2022-11-04,,,21.696,10857.03
NDX Index,2022-11-07,,,21.9381,10977.0
NDX Index,2022-11-08,,,22.1268,11059.5
NDX Index,2022-11-09,,,21.6229,10797.55
NDX Index,2022-11-10,,,23.249,11605.96
NDX Index,2022-11-11,,,23.6683,11817.01
NDX Index,2022-11-14,,,23.4541,11700.94
NDX Index,2022-11-15,,,23.7975,11871.15
NDX Index,2022-11-16,,,23.5277,11699.09
NDX Index,2022-11-17,,,23.4796,11676.86
NDX Index,2022-11-18,,,23.4725,11677.02
NDX Index,2022-11-21,,,23.2386,11553.45
NDX Index,2022-11-22,,,23.5792,11724.84
NDX Index,2022-11-23,,,23.8453,11838.72
NDX Index,2022-11-24,,,23.8446,
NDX Index,2022-11-25,,,23.6832,11756.03
NDX Index,2022-11-28,,,23.3382,11587.75
NDX Index,2022-11-29,,,23.2726,11503.45
NDX Index,2022-11-30,,,24.349,12030.06
NDX Index,2022-12-01,,,24.4052,12041.89
NDX Index,2022-12-02,,,24.3308,11994.26
NDX Index,2022-12-05,,,23.9034,11786.8
NDX Index,2022-12-06,,,23.4254,11549.69
NDX Index,2022-12-07,,,23.3196,11497.39
NDX Index,2022-12-08,,,23.6722,11637.5
NDX Index,2022-12-09,,,23.5183,11563.33
NDX Index,2022-12-12,,,23.8492,11706.44
NDX Index,2022-12-13,,,24.1088,11834.21
NDX Index,2022-12-14,,,23.9211,11740.92
NDX Index,2022-12-15,,,23.1351,11345.22
NDX Index,2022-12-16,,,22.928,11243.72
NDX Index,2022-12-19,,,23.1705,11084.59
NDX Index,2022-12-20,,,23.1485,11072.42
NDX Index,2022-12-21,,,23.5007,11235.88
NDX Index,2022-12-22,,,22.9073,10956.14
NDX Index,2022-12-23,,,22.9692,10985.45
NDX Index,2022-12-26,,,22.969,
NDX Index,2022-12-27,,,22.6284,10822.51
NDX Index,2022-12-28,,,22.3277,10679.34
NDX Index,2022-12-29,,,22.8927,10951.05
NDX Index,2022-12-30,,,22.869,10939.76
NDX Index,2023-01-02,,,22.8711,
NDX Index,2023-01-03,,,22.7176,10862.64
NDX Index,2023-01-04,,,22.8531,10914.8
NDX Index,2023-01-05,,,22.5153,10741.22
NDX Index,2023-01-06,,,23.1431,11040.35
NDX Index,2023-01-09,,,23.2876,11108.45
NDX Index,2023-01-10,,,23.4964,11205.78
NDX Index,2023-01-11,,,23.9129,11402.52
NDX Index,2023-01-12,,,24.0678,11459.61
NDX Index,2023-01-13,,,24.2376,11541.48
NDX Index,2023-01-16,,,24.2432,
NDX Index,2023-01-17,,,24.2982,11557.19
NDX Index,2023-01-18,,,23.9855,11410.29
NDX Index,2023-01-19,,,23.8325,11295.67
NDX Index,2023-01-20,,,24.4907,11619.03
NDX Index,2023-01-23,,,25.0443,11872.54
NDX Index,2023-01-24,,,24.9722,11846.64
NDX Index,2023-01-25,,,24.9428,11814.69
NDX Index,2023-01-26,,,25.615,12051.48
NDX Index,2023-01-27,,,25.8745,12166.6
NDX Index,2023-01-30,,,25.2907,11912.39
NDX Index,2023-01-31,,,25.8826,12101.93
NDX Index,2023-02-01,,,25.9734,12363.1
