,date,tic,LAST_PRICE,type
2781,1990-12-31,SPX Index,330.22,asset
2782,1991-01-02,SPX Index,326.45,asset
2783,1991-01-03,SPX Index,321.91,asset
2784,1991-01-04,SPX Index,321.0,asset
2785,1991-01-07,SPX Index,315.44,asset
2786,1991-01-08,SPX Index,314.9,asset
2787,1991-01-09,SPX Index,311.49,asset
2788,1991-01-10,SPX Index,314.53,asset
2789,1991-01-11,SPX Index,315.23,asset
2790,1991-01-14,SPX Index,312.49,asset
2791,1991-01-15,SPX Index,313.73,asset
2792,1991-01-16,SPX Index,316.17,asset
2793,1991-01-17,SPX Index,327.97,asset
2794,1991-01-18,SPX Index,332.23,asset
2795,1991-01-21,SPX Index,331.06,asset
2796,1991-01-22,SPX Index,328.31,asset
2797,1991-01-23,SPX Index,330.21,asset
2798,1991-01-24,SPX Index,334.78,asset
2799,1991-01-25,SPX Index,336.07,asset
2800,1991-01-28,SPX Index,336.03,asset
2801,1991-01-29,SPX Index,335.84,asset
2802,1991-01-30,SPX Index,340.91,asset
2803,1991-01-31,SPX Index,343.93,asset
2804,1991-02-01,SPX Index,343.05,asset
2805,1991-02-04,SPX Index,348.34,asset
2806,1991-02-05,SPX Index,351.26,asset
2807,1991-02-06,SPX Index,358.07,asset
2808,1991-02-07,SPX Index,356.52,asset
2809,1991-02-08,SPX Index,359.35,asset
2810,1991-02-11,SPX Index,368.58,asset
2811,1991-02-12,SPX Index,365.5,asset
2812,1991-02-13,SPX Index,369.02,asset
2813,1991-02-14,SPX Index,364.22,asset
2814,1991-02-15,SPX Index,369.06,asset
2815,1991-02-19,SPX Index,369.39,asset
2816,1991-02-20,SPX Index,365.14,asset
2817,1991-02-21,SPX Index,364.97,asset
2818,1991-02-22,SPX Index,365.65,asset
2819,1991-02-25,SPX Index,367.26,asset
2820,1991-02-26,SPX Index,362.81,asset
2821,1991-02-27,SPX Index,367.74,asset
2822,1991-02-28,SPX Index,367.07,asset
2823,1991-03-01,SPX Index,370.47,asset
2824,1991-03-04,SPX Index,369.33,asset
2825,1991-03-05,SPX Index,376.72,asset
2826,1991-03-06,SPX Index,376.17,asset
2827,1991-03-07,SPX Index,375.91,asset
2828,1991-03-08,SPX Index,374.95,asset
2829,1991-03-11,SPX Index,372.96,asset
2830,1991-03-12,SPX Index,370.03,asset
2831,1991-03-13,SPX Index,374.57,asset
2832,1991-03-14,SPX Index,373.5,asset
2833,1991-03-15,SPX Index,373.59,asset
2834,1991-03-18,SPX Index,372.11,asset
2835,1991-03-19,SPX Index,366.59,asset
2836,1991-03-20,SPX Index,367.92,asset
2837,1991-03-21,SPX Index,366.58,asset
2838,1991-03-22,SPX Index,367.48,asset
2839,1991-03-25,SPX Index,369.83,asset
2840,1991-03-26,SPX Index,376.3,asset
2841,1991-03-27,SPX Index,375.35,asset
2842,1991-03-28,SPX Index,375.22,asset
2843,1991-04-01,SPX Index,371.3,asset
2844,1991-04-02,SPX Index,379.5,asset
2845,1991-04-03,SPX Index,378.94,asset
2846,1991-04-04,SPX Index,379.77,asset
2847,1991-04-05,SPX Index,375.36,asset
2848,1991-04-08,SPX Index,378.66,asset
2849,1991-04-09,SPX Index,373.56,asset
2850,1991-04-10,SPX Index,373.15,asset
2851,1991-04-11,SPX Index,377.63,asset
2852,1991-04-12,SPX Index,380.4,asset
2853,1991-04-15,SPX Index,381.19,asset
2854,1991-04-16,SPX Index,387.62,asset
2855,1991-04-17,SPX Index,390.45,asset
2856,1991-04-18,SPX Index,388.46,asset
2857,1991-04-19,SPX Index,384.2,asset
2858,1991-04-22,SPX Index,380.95,asset
2859,1991-04-23,SPX Index,381.76,asset
2860,1991-04-24,SPX Index,382.76,asset
2861,1991-04-25,SPX Index,379.25,asset
2862,1991-04-26,SPX Index,379.02,asset
2863,1991-04-29,SPX Index,373.66,asset
2864,1991-04-30,SPX Index,375.35,asset
2865,1991-05-01,SPX Index,380.29,asset
2866,1991-05-02,SPX Index,380.52,asset
2867,1991-05-03,SPX Index,380.8,asset
2868,1991-05-06,SPX Index,380.08,asset
2869,1991-05-07,SPX Index,377.32,asset
2870,1991-05-08,SPX Index,378.51,asset
2871,1991-05-09,SPX Index,383.25,asset
2872,1991-05-10,SPX Index,375.74,asset
2873,1991-05-13,SPX Index,376.76,asset
2874,1991-05-14,SPX Index,371.62,asset
2875,1991-05-15,SPX Index,368.57,asset
2876,1991-05-16,SPX Index,372.19,asset
2877,1991-05-17,SPX Index,372.39,asset
2878,1991-05-20,SPX Index,372.28,asset
2879,1991-05-21,SPX Index,375.35,asset
2880,1991-05-22,SPX Index,376.19,asset
2881,1991-05-23,SPX Index,374.97,asset
2882,1991-05-24,SPX Index,377.49,asset
2883,1991-05-28,SPX Index,381.94,asset
2884,1991-05-29,SPX Index,382.79,asset
2885,1991-05-30,SPX Index,386.96,asset
2886,1991-05-31,SPX Index,389.83,asset
2887,1991-06-03,SPX Index,388.06,asset
2888,1991-06-04,SPX Index,387.74,asset
2889,1991-06-05,SPX Index,385.09,asset
2890,1991-06-06,SPX Index,383.63,asset
2891,1991-06-07,SPX Index,379.43,asset
2892,1991-06-10,SPX Index,378.57,asset
2893,1991-06-11,SPX Index,381.05,asset
2894,1991-06-12,SPX Index,376.65,asset
2895,1991-06-13,SPX Index,377.63,asset
2896,1991-06-14,SPX Index,382.29,asset
2897,1991-06-17,SPX Index,380.13,asset
2898,1991-06-18,SPX Index,378.59,asset
2899,1991-06-19,SPX Index,375.09,asset
2900,1991-06-20,SPX Index,375.42,asset
2901,1991-06-21,SPX Index,377.75,asset
2902,1991-06-24,SPX Index,370.94,asset
2903,1991-06-25,SPX Index,370.65,asset
2904,1991-06-26,SPX Index,371.59,asset
2905,1991-06-27,SPX Index,374.4,asset
2906,1991-06-28,SPX Index,371.16,asset
2907,1991-07-01,SPX Index,377.92,asset
2908,1991-07-02,SPX Index,377.47,asset
2909,1991-07-03,SPX Index,373.33,asset
2910,1991-07-05,SPX Index,374.08,asset
2911,1991-07-08,SPX Index,377.94,asset
2912,1991-07-09,SPX Index,376.11,asset
2913,1991-07-10,SPX Index,375.74,asset
2914,1991-07-11,SPX Index,376.97,asset
2915,1991-07-12,SPX Index,380.25,asset
2916,1991-07-15,SPX Index,382.39,asset
2917,1991-07-16,SPX Index,381.54,asset
2918,1991-07-17,SPX Index,381.18,asset
2919,1991-07-18,SPX Index,385.37,asset
2920,1991-07-19,SPX Index,384.22,asset
2921,1991-07-22,SPX Index,382.88,asset
2922,1991-07-23,SPX Index,379.42,asset
2923,1991-07-24,SPX Index,378.64,asset
2924,1991-07-25,SPX Index,380.96,asset
2925,1991-07-26,SPX Index,380.93,asset
2926,1991-07-29,SPX Index,383.15,asset
2927,1991-07-30,SPX Index,386.69,asset
2928,1991-07-31,SPX Index,387.81,asset
2929,1991-08-01,SPX Index,387.12,asset
2930,1991-08-02,SPX Index,387.18,asset
2931,1991-08-05,SPX Index,385.06,asset
2932,1991-08-06,SPX Index,390.62,asset
2933,1991-08-07,SPX Index,390.56,asset
2934,1991-08-08,SPX Index,389.32,asset
2935,1991-08-09,SPX Index,387.12,asset
2936,1991-08-12,SPX Index,388.02,asset
2937,1991-08-13,SPX Index,389.62,asset
2938,1991-08-14,SPX Index,389.9,asset
2939,1991-08-15,SPX Index,389.33,asset
2940,1991-08-16,SPX Index,385.58,asset
2941,1991-08-19,SPX Index,376.47,asset
2942,1991-08-20,SPX Index,379.43,asset
2943,1991-08-21,SPX Index,390.59,asset
2944,1991-08-22,SPX Index,391.33,asset
2945,1991-08-23,SPX Index,394.17,asset
2946,1991-08-26,SPX Index,393.85,asset
2947,1991-08-27,SPX Index,393.06,asset
2948,1991-08-28,SPX Index,396.64,asset
2949,1991-08-29,SPX Index,396.47,asset
2950,1991-08-30,SPX Index,395.43,asset
2951,1991-09-03,SPX Index,392.15,asset
2952,1991-09-04,SPX Index,389.97,asset
2953,1991-09-05,SPX Index,389.14,asset
2954,1991-09-06,SPX Index,389.1,asset
2955,1991-09-09,SPX Index,388.57,asset
2956,1991-09-10,SPX Index,384.56,asset
2957,1991-09-11,SPX Index,385.09,asset
2958,1991-09-12,SPX Index,387.34,asset
2959,1991-09-13,SPX Index,383.59,asset
2960,1991-09-16,SPX Index,385.78,asset
2961,1991-09-17,SPX Index,385.5,asset
2962,1991-09-18,SPX Index,386.94,asset
2963,1991-09-19,SPX Index,387.56,asset
2964,1991-09-20,SPX Index,387.92,asset
2965,1991-09-23,SPX Index,385.92,asset
2966,1991-09-24,SPX Index,387.71,asset
2967,1991-09-25,SPX Index,386.88,asset
2968,1991-09-26,SPX Index,386.49,asset
2969,1991-09-27,SPX Index,385.9,asset
2970,1991-09-30,SPX Index,387.86,asset
2971,1991-10-01,SPX Index,389.2,asset
2972,1991-10-02,SPX Index,388.26,asset
2973,1991-10-03,SPX Index,384.47,asset
2974,1991-10-04,SPX Index,381.24,asset
2975,1991-10-07,SPX Index,379.5,asset
2976,1991-10-08,SPX Index,380.67,asset
2977,1991-10-09,SPX Index,376.8,asset
2978,1991-10-10,SPX Index,380.55,asset
2979,1991-10-11,SPX Index,381.45,asset
2980,1991-10-14,SPX Index,386.47,asset
2981,1991-10-15,SPX Index,391.01,asset
2982,1991-10-16,SPX Index,392.8,asset
2983,1991-10-17,SPX Index,391.92,asset
2984,1991-10-18,SPX Index,392.5,asset
2985,1991-10-21,SPX Index,390.02,asset
2986,1991-10-22,SPX Index,387.83,asset
2987,1991-10-23,SPX Index,387.94,asset
2988,1991-10-24,SPX Index,385.07,asset
2989,1991-10-25,SPX Index,384.2,asset
2990,1991-10-28,SPX Index,389.52,asset
2991,1991-10-29,SPX Index,391.48,asset
2992,1991-10-30,SPX Index,392.96,asset
2993,1991-10-31,SPX Index,392.46,asset
2994,1991-11-01,SPX Index,391.32,asset
2995,1991-11-04,SPX Index,390.28,asset
2996,1991-11-05,SPX Index,388.71,asset
2997,1991-11-06,SPX Index,389.97,asset
2998,1991-11-07,SPX Index,393.72,asset
2999,1991-11-08,SPX Index,392.89,asset
3000,1991-11-11,SPX Index,393.12,asset
3001,1991-11-12,SPX Index,396.74,asset
3002,1991-11-13,SPX Index,397.41,asset
3003,1991-11-14,SPX Index,397.15,asset
3004,1991-11-15,SPX Index,382.62,asset
3005,1991-11-18,SPX Index,385.24,asset
3006,1991-11-19,SPX Index,379.42,asset
3007,1991-11-20,SPX Index,378.53,asset
3008,1991-11-21,SPX Index,380.06,asset
3009,1991-11-22,SPX Index,376.14,asset
3010,1991-11-25,SPX Index,375.34,asset
3011,1991-11-26,SPX Index,377.96,asset
3012,1991-11-27,SPX Index,376.55,asset
3013,1991-11-29,SPX Index,375.22,asset
3014,1991-12-02,SPX Index,381.4,asset
3015,1991-12-03,SPX Index,380.96,asset
3016,1991-12-04,SPX Index,380.07,asset
3017,1991-12-05,SPX Index,377.4,asset
3018,1991-12-06,SPX Index,379.09,asset
3019,1991-12-09,SPX Index,378.26,asset
3020,1991-12-10,SPX Index,377.9,asset
3021,1991-12-11,SPX Index,377.7,asset
3022,1991-12-12,SPX Index,381.55,asset
3023,1991-12-13,SPX Index,384.47,asset
3024,1991-12-16,SPX Index,384.46,asset
3025,1991-12-17,SPX Index,382.74,asset
3026,1991-12-18,SPX Index,383.48,asset
3027,1991-12-19,SPX Index,382.52,asset
3028,1991-12-20,SPX Index,387.04,asset
3029,1991-12-23,SPX Index,396.82,asset
3030,1991-12-24,SPX Index,399.33,asset
3031,1991-12-26,SPX Index,404.84,asset
3032,1991-12-27,SPX Index,406.46,asset
3033,1991-12-30,SPX Index,415.14,asset
3034,1991-12-31,SPX Index,417.09,asset
3035,1992-01-02,SPX Index,417.26,asset
3036,1992-01-03,SPX Index,419.34,asset
3037,1992-01-06,SPX Index,417.96,asset
3038,1992-01-07,SPX Index,417.4,asset
3039,1992-01-08,SPX Index,418.1,asset
3040,1992-01-09,SPX Index,417.61,asset
3041,1992-01-10,SPX Index,415.1,asset
3042,1992-01-13,SPX Index,414.34,asset
3043,1992-01-14,SPX Index,420.44,asset
3044,1992-01-15,SPX Index,420.77,asset
3045,1992-01-16,SPX Index,418.21,asset
3046,1992-01-17,SPX Index,418.86,asset
3047,1992-01-20,SPX Index,416.36,asset
3048,1992-01-21,SPX Index,412.64,asset
3049,1992-01-22,SPX Index,418.13,asset
3050,1992-01-23,SPX Index,414.96,asset
3051,1992-01-24,SPX Index,415.48,asset
3052,1992-01-27,SPX Index,414.99,asset
3053,1992-01-28,SPX Index,414.96,asset
3054,1992-01-29,SPX Index,410.34,asset
3055,1992-01-30,SPX Index,411.63,asset
3056,1992-01-31,SPX Index,408.79,asset
3057,1992-02-03,SPX Index,409.53,asset
3058,1992-02-04,SPX Index,413.85,asset
3059,1992-02-05,SPX Index,413.84,asset
3060,1992-02-06,SPX Index,413.82,asset
3061,1992-02-07,SPX Index,411.09,asset
3062,1992-02-10,SPX Index,413.77,asset
3063,1992-02-11,SPX Index,413.76,asset
3064,1992-02-12,SPX Index,417.13,asset
3065,1992-02-13,SPX Index,413.69,asset
3066,1992-02-14,SPX Index,412.48,asset
3067,1992-02-18,SPX Index,407.38,asset
3068,1992-02-19,SPX Index,408.26,asset
3069,1992-02-20,SPX Index,413.9,asset
3070,1992-02-21,SPX Index,411.46,asset
3071,1992-02-24,SPX Index,412.27,asset
3072,1992-02-25,SPX Index,410.45,asset
3073,1992-02-26,SPX Index,415.35,asset
3074,1992-02-27,SPX Index,413.86,asset
3075,1992-02-28,SPX Index,412.7,asset
3076,1992-03-02,SPX Index,412.45,asset
3077,1992-03-03,SPX Index,412.85,asset
3078,1992-03-04,SPX Index,409.33,asset
3079,1992-03-05,SPX Index,406.51,asset
3080,1992-03-06,SPX Index,404.44,asset
3081,1992-03-09,SPX Index,405.21,asset
3082,1992-03-10,SPX Index,406.89,asset
3083,1992-03-11,SPX Index,404.03,asset
3084,1992-03-12,SPX Index,403.89,asset
3085,1992-03-13,SPX Index,405.84,asset
3086,1992-03-16,SPX Index,406.39,asset
3087,1992-03-17,SPX Index,409.58,asset
3088,1992-03-18,SPX Index,409.15,asset
3089,1992-03-19,SPX Index,409.8,asset
3090,1992-03-20,SPX Index,411.3,asset
3091,1992-03-23,SPX Index,409.91,asset
3092,1992-03-24,SPX Index,408.88,asset
3093,1992-03-25,SPX Index,407.52,asset
3094,1992-03-26,SPX Index,407.86,asset
3095,1992-03-27,SPX Index,403.5,asset
3096,1992-03-30,SPX Index,403.0,asset
3097,1992-03-31,SPX Index,403.69,asset
3098,1992-04-01,SPX Index,404.23,asset
3099,1992-04-02,SPX Index,400.5,asset
3100,1992-04-03,SPX Index,401.55,asset
3101,1992-04-06,SPX Index,405.59,asset
3102,1992-04-07,SPX Index,398.06,asset
3103,1992-04-08,SPX Index,394.5,asset
3104,1992-04-09,SPX Index,400.64,asset
3105,1992-04-10,SPX Index,404.29,asset
3106,1992-04-13,SPX Index,406.08,asset
3107,1992-04-14,SPX Index,412.39,asset
3108,1992-04-15,SPX Index,416.28,asset
3109,1992-04-16,SPX Index,416.05,asset
3110,1992-04-20,SPX Index,410.16,asset
3111,1992-04-21,SPX Index,410.26,asset
3112,1992-04-22,SPX Index,409.81,asset
3113,1992-04-23,SPX Index,411.6,asset
3114,1992-04-24,SPX Index,409.02,asset
3115,1992-04-27,SPX Index,408.45,asset
3116,1992-04-28,SPX Index,409.11,asset
3117,1992-04-29,SPX Index,412.02,asset
3118,1992-04-30,SPX Index,414.95,asset
3119,1992-05-01,SPX Index,412.53,asset
3120,1992-05-04,SPX Index,416.91,asset
3121,1992-05-05,SPX Index,416.84,asset
3122,1992-05-06,SPX Index,416.79,asset
3123,1992-05-07,SPX Index,415.85,asset
3124,1992-05-08,SPX Index,416.05,asset
3125,1992-05-11,SPX Index,418.49,asset
3126,1992-05-12,SPX Index,416.29,asset
3127,1992-05-13,SPX Index,416.45,asset
3128,1992-05-14,SPX Index,413.14,asset
3129,1992-05-15,SPX Index,410.09,asset
3130,1992-05-18,SPX Index,412.81,asset
3131,1992-05-19,SPX Index,416.37,asset
3132,1992-05-20,SPX Index,415.39,asset
3133,1992-05-21,SPX Index,412.6,asset
3134,1992-05-22,SPX Index,414.02,asset
3135,1992-05-26,SPX Index,411.41,asset
3136,1992-05-27,SPX Index,412.17,asset
3137,1992-05-28,SPX Index,416.74,asset
3138,1992-05-29,SPX Index,415.35,asset
3139,1992-06-01,SPX Index,417.3,asset
3140,1992-06-02,SPX Index,413.5,asset
3141,1992-06-03,SPX Index,414.59,asset
3142,1992-06-04,SPX Index,413.26,asset
3143,1992-06-05,SPX Index,413.48,asset
3144,1992-06-08,SPX Index,413.36,asset
3145,1992-06-09,SPX Index,410.06,asset
3146,1992-06-10,SPX Index,407.25,asset
3147,1992-06-11,SPX Index,409.05,asset
3148,1992-06-12,SPX Index,409.76,asset
3149,1992-06-15,SPX Index,410.29,asset
3150,1992-06-16,SPX Index,408.32,asset
3151,1992-06-17,SPX Index,402.26,asset
3152,1992-06-18,SPX Index,400.96,asset
3153,1992-06-19,SPX Index,403.67,asset
3154,1992-06-22,SPX Index,403.4,asset
3155,1992-06-23,SPX Index,404.04,asset
3156,1992-06-24,SPX Index,403.83,asset
3157,1992-06-25,SPX Index,403.12,asset
3158,1992-06-26,SPX Index,403.45,asset
3159,1992-06-29,SPX Index,408.94,asset
3160,1992-06-30,SPX Index,408.14,asset
3161,1992-07-01,SPX Index,412.88,asset
3162,1992-07-02,SPX Index,411.77,asset
3163,1992-07-06,SPX Index,413.84,asset
3164,1992-07-07,SPX Index,409.16,asset
3165,1992-07-08,SPX Index,410.28,asset
3166,1992-07-09,SPX Index,414.23,asset
3167,1992-07-10,SPX Index,414.62,asset
3168,1992-07-13,SPX Index,414.87,asset
3169,1992-07-14,SPX Index,417.68,asset
3170,1992-07-15,SPX Index,417.1,asset
3171,1992-07-16,SPX Index,417.54,asset
3172,1992-07-17,SPX Index,415.62,asset
3173,1992-07-20,SPX Index,413.75,asset
3174,1992-07-21,SPX Index,413.76,asset
3175,1992-07-22,SPX Index,410.93,asset
3176,1992-07-23,SPX Index,412.08,asset
3177,1992-07-24,SPX Index,411.6,asset
3178,1992-07-27,SPX Index,411.54,asset
3179,1992-07-28,SPX Index,417.52,asset
3180,1992-07-29,SPX Index,422.23,asset
3181,1992-07-30,SPX Index,423.92,asset
3182,1992-07-31,SPX Index,424.21,asset
3183,1992-08-03,SPX Index,425.09,asset
3184,1992-08-04,SPX Index,424.36,asset
3185,1992-08-05,SPX Index,422.19,asset
3186,1992-08-06,SPX Index,420.59,asset
3187,1992-08-07,SPX Index,418.88,asset
3188,1992-08-10,SPX Index,419.42,asset
3189,1992-08-11,SPX Index,418.9,asset
3190,1992-08-12,SPX Index,417.78,asset
3191,1992-08-13,SPX Index,417.73,asset
3192,1992-08-14,SPX Index,419.91,asset
3193,1992-08-17,SPX Index,420.74,asset
3194,1992-08-18,SPX Index,421.34,asset
3195,1992-08-19,SPX Index,418.18,asset
3196,1992-08-20,SPX Index,418.26,asset
3197,1992-08-21,SPX Index,414.85,asset
3198,1992-08-24,SPX Index,410.72,asset
3199,1992-08-25,SPX Index,411.61,asset
3200,1992-08-26,SPX Index,413.51,asset
3201,1992-08-27,SPX Index,413.53,asset
3202,1992-08-28,SPX Index,414.84,asset
3203,1992-08-31,SPX Index,414.03,asset
3204,1992-09-01,SPX Index,416.07,asset
3205,1992-09-02,SPX Index,417.98,asset
3206,1992-09-03,SPX Index,417.98,asset
3207,1992-09-04,SPX Index,417.08,asset
3208,1992-09-08,SPX Index,414.44,asset
3209,1992-09-09,SPX Index,416.36,asset
3210,1992-09-10,SPX Index,419.95,asset
3211,1992-09-11,SPX Index,419.58,asset
3212,1992-09-14,SPX Index,425.27,asset
3213,1992-09-15,SPX Index,419.77,asset
3214,1992-09-16,SPX Index,419.92,asset
3215,1992-09-17,SPX Index,419.93,asset
3216,1992-09-18,SPX Index,422.93,asset
3217,1992-09-21,SPX Index,422.14,asset
3218,1992-09-22,SPX Index,417.14,asset
3219,1992-09-23,SPX Index,417.44,asset
3220,1992-09-24,SPX Index,418.47,asset
3221,1992-09-25,SPX Index,414.35,asset
3222,1992-09-28,SPX Index,416.62,asset
3223,1992-09-29,SPX Index,416.8,asset
3224,1992-09-30,SPX Index,417.8,asset
3225,1992-10-01,SPX Index,416.29,asset
3226,1992-10-02,SPX Index,410.47,asset
3227,1992-10-05,SPX Index,407.57,asset
3228,1992-10-06,SPX Index,407.18,asset
3229,1992-10-07,SPX Index,404.25,asset
3230,1992-10-08,SPX Index,407.75,asset
3231,1992-10-09,SPX Index,402.66,asset
3232,1992-10-12,SPX Index,407.44,asset
3233,1992-10-13,SPX Index,409.3,asset
3234,1992-10-14,SPX Index,409.37,asset
3235,1992-10-15,SPX Index,409.6,asset
3236,1992-10-16,SPX Index,411.73,asset
3237,1992-10-19,SPX Index,414.98,asset
3238,1992-10-20,SPX Index,415.48,asset
3239,1992-10-21,SPX Index,415.67,asset
3240,1992-10-22,SPX Index,414.9,asset
3241,1992-10-23,SPX Index,414.1,asset
3242,1992-10-26,SPX Index,418.16,asset
3243,1992-10-27,SPX Index,418.49,asset
3244,1992-10-28,SPX Index,420.13,asset
3245,1992-10-29,SPX Index,420.86,asset
3246,1992-10-30,SPX Index,418.68,asset
3247,1992-11-02,SPX Index,422.75,asset
3248,1992-11-03,SPX Index,419.92,asset
3249,1992-11-04,SPX Index,417.11,asset
3250,1992-11-05,SPX Index,418.34,asset
3251,1992-11-06,SPX Index,417.58,asset
3252,1992-11-09,SPX Index,418.59,asset
3253,1992-11-10,SPX Index,418.62,asset
3254,1992-11-11,SPX Index,422.2,asset
3255,1992-11-12,SPX Index,422.87,asset
3256,1992-11-13,SPX Index,422.43,asset
3257,1992-11-16,SPX Index,420.68,asset
3258,1992-11-17,SPX Index,419.27,asset
3259,1992-11-18,SPX Index,422.85,asset
3260,1992-11-19,SPX Index,423.61,asset
3261,1992-11-20,SPX Index,426.65,asset
3262,1992-11-23,SPX Index,425.12,asset
3263,1992-11-24,SPX Index,427.59,asset
3264,1992-11-25,SPX Index,429.19,asset
3265,1992-11-27,SPX Index,430.16,asset
3266,1992-11-30,SPX Index,431.35,asset
3267,1992-12-01,SPX Index,430.78,asset
3268,1992-12-02,SPX Index,429.89,asset
3269,1992-12-03,SPX Index,429.91,asset
3270,1992-12-04,SPX Index,432.06,asset
3271,1992-12-07,SPX Index,435.31,asset
3272,1992-12-08,SPX Index,436.99,asset
3273,1992-12-09,SPX Index,435.65,asset
3274,1992-12-10,SPX Index,434.64,asset
3275,1992-12-11,SPX Index,433.73,asset
3276,1992-12-14,SPX Index,432.84,asset
3277,1992-12-15,SPX Index,432.57,asset
3278,1992-12-16,SPX Index,431.52,asset
3279,1992-12-17,SPX Index,435.43,asset
3280,1992-12-18,SPX Index,441.28,asset
3281,1992-12-21,SPX Index,440.7,asset
3282,1992-12-22,SPX Index,440.31,asset
3283,1992-12-23,SPX Index,439.03,asset
3284,1992-12-24,SPX Index,439.77,asset
3285,1992-12-28,SPX Index,439.15,asset
3286,1992-12-29,SPX Index,437.98,asset
3287,1992-12-30,SPX Index,438.82,asset
3288,1992-12-31,SPX Index,435.71,asset
3289,1993-01-04,SPX Index,435.38,asset
3290,1993-01-05,SPX Index,434.34,asset
3291,1993-01-06,SPX Index,434.52,asset
3292,1993-01-07,SPX Index,430.73,asset
3293,1993-01-08,SPX Index,429.05,asset
3294,1993-01-11,SPX Index,430.95,asset
3295,1993-01-12,SPX Index,431.04,asset
3296,1993-01-13,SPX Index,433.03,asset
3297,1993-01-14,SPX Index,435.94,asset
3298,1993-01-15,SPX Index,437.15,asset
3299,1993-01-18,SPX Index,436.84,asset
3300,1993-01-19,SPX Index,435.13,asset
3301,1993-01-20,SPX Index,433.37,asset
3302,1993-01-21,SPX Index,435.49,asset
3303,1993-01-22,SPX Index,436.11,asset
3304,1993-01-25,SPX Index,440.01,asset
3305,1993-01-26,SPX Index,439.95,asset
3306,1993-01-27,SPX Index,438.11,asset
3307,1993-01-28,SPX Index,438.66,asset
3308,1993-01-29,SPX Index,438.78,asset
3309,1993-02-01,SPX Index,442.52,asset
3310,1993-02-02,SPX Index,442.56,asset
3311,1993-02-03,SPX Index,447.2,asset
3312,1993-02-04,SPX Index,449.56,asset
3313,1993-02-05,SPX Index,448.93,asset
3314,1993-02-08,SPX Index,447.85,asset
3315,1993-02-09,SPX Index,445.33,asset
3316,1993-02-10,SPX Index,446.23,asset
3317,1993-02-11,SPX Index,447.66,asset
3318,1993-02-12,SPX Index,444.58,asset
3319,1993-02-16,SPX Index,433.91,asset
3320,1993-02-17,SPX Index,433.3,asset
3321,1993-02-18,SPX Index,431.9,asset
3322,1993-02-19,SPX Index,434.22,asset
3323,1993-02-22,SPX Index,435.24,asset
3324,1993-02-23,SPX Index,434.8,asset
3325,1993-02-24,SPX Index,440.87,asset
3326,1993-02-25,SPX Index,442.34,asset
3327,1993-02-26,SPX Index,443.38,asset
3328,1993-03-01,SPX Index,442.01,asset
3329,1993-03-02,SPX Index,447.9,asset
3330,1993-03-03,SPX Index,449.26,asset
3331,1993-03-04,SPX Index,447.34,asset
3332,1993-03-05,SPX Index,446.11,asset
3333,1993-03-08,SPX Index,454.71,asset
3334,1993-03-09,SPX Index,454.4,asset
3335,1993-03-10,SPX Index,456.33,asset
3336,1993-03-11,SPX Index,453.72,asset
3337,1993-03-12,SPX Index,449.83,asset
3338,1993-03-15,SPX Index,451.43,asset
3339,1993-03-16,SPX Index,451.37,asset
3340,1993-03-17,SPX Index,448.31,asset
3341,1993-03-18,SPX Index,451.89,asset
3342,1993-03-19,SPX Index,450.18,asset
3343,1993-03-22,SPX Index,448.88,asset
3344,1993-03-23,SPX Index,448.76,asset
3345,1993-03-24,SPX Index,448.07,asset
3346,1993-03-25,SPX Index,450.88,asset
3347,1993-03-26,SPX Index,447.78,asset
3348,1993-03-29,SPX Index,450.77,asset
3349,1993-03-30,SPX Index,451.97,asset
3350,1993-03-31,SPX Index,451.67,asset
3351,1993-04-01,SPX Index,450.3,asset
3352,1993-04-02,SPX Index,441.39,asset
3353,1993-04-05,SPX Index,442.29,asset
3354,1993-04-06,SPX Index,441.16,asset
3355,1993-04-07,SPX Index,442.73,asset
3356,1993-04-08,SPX Index,441.84,asset
3357,1993-04-12,SPX Index,448.37,asset
3358,1993-04-13,SPX Index,449.22,asset
3359,1993-04-14,SPX Index,448.66,asset
3360,1993-04-15,SPX Index,448.4,asset
3361,1993-04-16,SPX Index,448.94,asset
3362,1993-04-19,SPX Index,447.46,asset
3363,1993-04-20,SPX Index,445.1,asset
3364,1993-04-21,SPX Index,443.63,asset
3365,1993-04-22,SPX Index,439.46,asset
3366,1993-04-23,SPX Index,437.03,asset
3367,1993-04-26,SPX Index,433.54,asset
3368,1993-04-27,SPX Index,438.01,asset
3369,1993-04-28,SPX Index,438.02,asset
3370,1993-04-29,SPX Index,438.89,asset
3371,1993-04-30,SPX Index,440.19,asset
3372,1993-05-03,SPX Index,442.46,asset
3373,1993-05-04,SPX Index,444.05,asset
3374,1993-05-05,SPX Index,444.52,asset
3375,1993-05-06,SPX Index,443.26,asset
3376,1993-05-07,SPX Index,442.31,asset
3377,1993-05-10,SPX Index,442.8,asset
3378,1993-05-11,SPX Index,444.36,asset
3379,1993-05-12,SPX Index,444.8,asset
3380,1993-05-13,SPX Index,439.23,asset
3381,1993-05-14,SPX Index,439.56,asset
3382,1993-05-17,SPX Index,440.37,asset
3383,1993-05-18,SPX Index,440.32,asset
3384,1993-05-19,SPX Index,447.57,asset
3385,1993-05-20,SPX Index,450.59,asset
3386,1993-05-21,SPX Index,445.84,asset
3387,1993-05-24,SPX Index,448.0,asset
