,date,tic,LAST_PRICE,type
634,1982-07-07,SPX Index,107.22,asset
635,1982-07-08,SPX Index,107.53,asset
636,1982-07-09,SPX Index,108.83,asset
637,1982-07-12,SPX Index,109.57,asset
638,1982-07-13,SPX Index,109.45,asset
639,1982-07-14,SPX Index,110.44,asset
640,1982-07-15,SPX Index,110.47,asset
641,1982-07-16,SPX Index,111.07,asset
642,1982-07-19,SPX Index,110.73,asset
643,1982-07-20,SPX Index,111.54,asset
644,1982-07-21,SPX Index,111.42,asset
645,1982-07-22,SPX Index,111.47,asset
646,1982-07-23,SPX Index,111.17,asset
647,1982-07-26,SPX Index,110.36,asset
648,1982-07-27,SPX Index,109.43,asset
649,1982-07-28,SPX Index,107.73,asset
650,1982-07-29,SPX Index,107.72,asset
651,1982-07-30,SPX Index,107.09,asset
652,1982-08-02,SPX Index,108.98,asset
653,1982-08-03,SPX Index,107.83,asset
654,1982-08-04,SPX Index,106.14,asset
655,1982-08-05,SPX Index,105.16,asset
656,1982-08-06,SPX Index,103.71,asset
657,1982-08-09,SPX Index,103.08,asset
658,1982-08-10,SPX Index,102.84,asset
659,1982-08-11,SPX Index,102.6,asset
660,1982-08-12,SPX Index,102.42,asset
661,1982-08-13,SPX Index,103.85,asset
662,1982-08-16,SPX Index,104.09,asset
663,1982-08-17,SPX Index,109.04,asset
664,1982-08-18,SPX Index,108.53,asset
665,1982-08-19,SPX Index,109.16,asset
666,1982-08-20,SPX Index,113.02,asset
667,1982-08-23,SPX Index,116.11,asset
668,1982-08-24,SPX Index,115.34,asset
669,1982-08-25,SPX Index,117.58,asset
670,1982-08-26,SPX Index,118.55,asset
671,1982-08-27,SPX Index,117.11,asset
672,1982-08-30,SPX Index,117.66,asset
673,1982-08-31,SPX Index,119.51,asset
674,1982-09-01,SPX Index,118.25,asset
675,1982-09-02,SPX Index,120.28,asset
676,1982-09-03,SPX Index,122.68,asset
677,1982-09-07,SPX Index,121.37,asset
678,1982-09-08,SPX Index,122.2,asset
679,1982-09-09,SPX Index,121.97,asset
680,1982-09-10,SPX Index,120.97,asset
681,1982-09-13,SPX Index,122.24,asset
682,1982-09-14,SPX Index,123.1,asset
683,1982-09-15,SPX Index,124.29,asset
684,1982-09-16,SPX Index,123.77,asset
685,1982-09-17,SPX Index,122.55,asset
686,1982-09-20,SPX Index,122.51,asset
687,1982-09-21,SPX Index,124.88,asset
688,1982-09-22,SPX Index,123.99,asset
689,1982-09-23,SPX Index,123.81,asset
690,1982-09-24,SPX Index,123.32,asset
691,1982-09-27,SPX Index,123.62,asset
692,1982-09-28,SPX Index,123.24,asset
693,1982-09-29,SPX Index,121.63,asset
694,1982-09-30,SPX Index,120.42,asset
695,1982-10-01,SPX Index,121.97,asset
696,1982-10-04,SPX Index,121.51,asset
697,1982-10-05,SPX Index,121.98,asset
698,1982-10-06,SPX Index,126.97,asset
699,1982-10-07,SPX Index,128.8,asset
700,1982-10-08,SPX Index,131.05,asset
701,1982-10-11,SPX Index,134.47,asset
702,1982-10-12,SPX Index,134.44,asset
703,1982-10-13,SPX Index,136.71,asset
704,1982-10-14,SPX Index,134.57,asset
705,1982-10-15,SPX Index,133.57,asset
706,1982-10-18,SPX Index,136.73,asset
707,1982-10-19,SPX Index,136.58,asset
708,1982-10-20,SPX Index,139.23,asset
709,1982-10-21,SPX Index,139.06,asset
710,1982-10-22,SPX Index,138.83,asset
711,1982-10-25,SPX Index,133.32,asset
712,1982-10-26,SPX Index,134.48,asset
713,1982-10-27,SPX Index,135.28,asset
714,1982-10-28,SPX Index,133.59,asset
715,1982-10-29,SPX Index,133.71,asset
716,1982-11-01,SPX Index,135.47,asset
717,1982-11-02,SPX Index,137.49,asset
718,1982-11-03,SPX Index,142.87,asset
719,1982-11-04,SPX Index,141.86,asset
720,1982-11-05,SPX Index,142.16,asset
721,1982-11-08,SPX Index,140.44,asset
722,1982-11-09,SPX Index,143.02,asset
723,1982-11-10,SPX Index,141.16,asset
724,1982-11-11,SPX Index,141.76,asset
725,1982-11-12,SPX Index,139.53,asset
726,1982-11-15,SPX Index,137.03,asset
727,1982-11-16,SPX Index,135.42,asset
728,1982-11-17,SPX Index,137.93,asset
729,1982-11-18,SPX Index,138.34,asset
730,1982-11-19,SPX Index,137.02,asset
731,1982-11-22,SPX Index,134.22,asset
732,1982-11-23,SPX Index,132.93,asset
733,1982-11-24,SPX Index,133.88,asset
734,1982-11-26,SPX Index,134.88,asset
735,1982-11-29,SPX Index,134.2,asset
736,1982-11-30,SPX Index,138.54,asset
737,1982-12-01,SPX Index,138.72,asset
738,1982-12-02,SPX Index,138.82,asset
739,1982-12-03,SPX Index,138.69,asset
740,1982-12-06,SPX Index,141.77,asset
741,1982-12-07,SPX Index,142.72,asset
742,1982-12-08,SPX Index,141.81,asset
743,1982-12-09,SPX Index,140.0,asset
744,1982-12-10,SPX Index,139.57,asset
745,1982-12-13,SPX Index,139.95,asset
746,1982-12-14,SPX Index,137.39,asset
747,1982-12-15,SPX Index,135.24,asset
748,1982-12-16,SPX Index,135.3,asset
749,1982-12-17,SPX Index,137.49,asset
750,1982-12-20,SPX Index,136.26,asset
751,1982-12-21,SPX Index,138.61,asset
752,1982-12-22,SPX Index,138.83,asset
753,1982-12-23,SPX Index,139.72,asset
754,1982-12-27,SPX Index,142.18,asset
755,1982-12-28,SPX Index,140.77,asset
756,1982-12-29,SPX Index,141.24,asset
757,1982-12-30,SPX Index,140.33,asset
758,1982-12-31,SPX Index,140.64,asset
759,1983-01-03,SPX Index,138.34,asset
760,1983-01-04,SPX Index,141.35,asset
761,1983-01-05,SPX Index,141.96,asset
762,1983-01-06,SPX Index,145.27,asset
763,1983-01-07,SPX Index,145.18,asset
764,1983-01-10,SPX Index,146.78,asset
765,1983-01-11,SPX Index,145.78,asset
766,1983-01-12,SPX Index,146.69,asset
767,1983-01-13,SPX Index,145.72,asset
768,1983-01-14,SPX Index,146.65,asset
769,1983-01-17,SPX Index,146.71,asset
770,1983-01-18,SPX Index,146.4,asset
771,1983-01-19,SPX Index,145.27,asset
772,1983-01-20,SPX Index,146.29,asset
773,1983-01-21,SPX Index,143.85,asset
774,1983-01-24,SPX Index,139.97,asset
775,1983-01-25,SPX Index,141.75,asset
776,1983-01-26,SPX Index,141.54,asset
777,1983-01-27,SPX Index,144.27,asset
778,1983-01-28,SPX Index,144.51,asset
779,1983-01-31,SPX Index,145.3,asset
780,1983-02-01,SPX Index,142.96,asset
781,1983-02-02,SPX Index,143.23,asset
782,1983-02-03,SPX Index,144.26,asset
783,1983-02-04,SPX Index,146.14,asset
784,1983-02-07,SPX Index,146.93,asset
785,1983-02-08,SPX Index,145.7,asset
786,1983-02-09,SPX Index,145.0,asset
787,1983-02-10,SPX Index,147.5,asset
788,1983-02-11,SPX Index,147.63,asset
789,1983-02-14,SPX Index,148.92,asset
790,1983-02-15,SPX Index,148.3,asset
791,1983-02-16,SPX Index,147.43,asset
792,1983-02-17,SPX Index,147.44,asset
793,1983-02-18,SPX Index,148.0,asset
794,1983-02-22,SPX Index,145.48,asset
795,1983-02-23,SPX Index,146.79,asset
796,1983-02-24,SPX Index,149.6,asset
797,1983-02-25,SPX Index,149.74,asset
798,1983-02-28,SPX Index,148.06,asset
799,1983-03-01,SPX Index,150.88,asset
800,1983-03-02,SPX Index,152.3,asset
801,1983-03-03,SPX Index,153.48,asset
802,1983-03-04,SPX Index,153.67,asset
803,1983-03-07,SPX Index,153.67,asset
804,1983-03-08,SPX Index,151.26,asset
805,1983-03-09,SPX Index,152.87,asset
806,1983-03-10,SPX Index,151.8,asset
807,1983-03-11,SPX Index,151.24,asset
808,1983-03-14,SPX Index,150.83,asset
809,1983-03-15,SPX Index,151.36,asset
810,1983-03-16,SPX Index,149.8,asset
811,1983-03-17,SPX Index,149.59,asset
812,1983-03-18,SPX Index,149.9,asset
813,1983-03-21,SPX Index,151.19,asset
814,1983-03-22,SPX Index,150.66,asset
815,1983-03-23,SPX Index,152.81,asset
816,1983-03-24,SPX Index,153.37,asset
817,1983-03-25,SPX Index,152.67,asset
818,1983-03-28,SPX Index,151.85,asset
819,1983-03-29,SPX Index,151.59,asset
820,1983-03-30,SPX Index,153.39,asset
821,1983-03-31,SPX Index,152.96,asset
822,1983-04-04,SPX Index,153.02,asset
823,1983-04-05,SPX Index,151.89,asset
824,1983-04-06,SPX Index,151.04,asset
825,1983-04-07,SPX Index,151.76,asset
826,1983-04-08,SPX Index,152.85,asset
827,1983-04-11,SPX Index,155.14,asset
828,1983-04-12,SPX Index,155.82,asset
829,1983-04-13,SPX Index,156.77,asset
830,1983-04-14,SPX Index,158.11,asset
831,1983-04-15,SPX Index,158.75,asset
832,1983-04-18,SPX Index,159.74,asset
833,1983-04-19,SPX Index,158.71,asset
834,1983-04-20,SPX Index,160.71,asset
835,1983-04-21,SPX Index,160.05,asset
836,1983-04-22,SPX Index,160.42,asset
837,1983-04-25,SPX Index,158.81,asset
838,1983-04-26,SPX Index,161.81,asset
839,1983-04-27,SPX Index,161.44,asset
840,1983-04-28,SPX Index,162.95,asset
841,1983-04-29,SPX Index,164.42,asset
842,1983-05-02,SPX Index,162.11,asset
843,1983-05-03,SPX Index,162.34,asset
844,1983-05-04,SPX Index,163.31,asset
845,1983-05-05,SPX Index,164.28,asset
846,1983-05-06,SPX Index,166.1,asset
847,1983-05-09,SPX Index,165.81,asset
848,1983-05-10,SPX Index,165.95,asset
849,1983-05-11,SPX Index,164.96,asset
850,1983-05-12,SPX Index,164.25,asset
851,1983-05-13,SPX Index,164.9,asset
852,1983-05-16,SPX Index,163.4,asset
853,1983-05-17,SPX Index,163.71,asset
854,1983-05-18,SPX Index,163.27,asset
855,1983-05-19,SPX Index,161.99,asset
856,1983-05-20,SPX Index,162.14,asset
857,1983-05-23,SPX Index,163.43,asset
858,1983-05-24,SPX Index,165.54,asset
859,1983-05-25,SPX Index,166.21,asset
860,1983-05-26,SPX Index,165.48,asset
861,1983-05-27,SPX Index,164.46,asset
862,1983-05-31,SPX Index,162.39,asset
863,1983-06-01,SPX Index,162.55,asset
864,1983-06-02,SPX Index,163.98,asset
865,1983-06-03,SPX Index,164.42,asset
866,1983-06-06,SPX Index,164.83,asset
867,1983-06-07,SPX Index,162.77,asset
868,1983-06-08,SPX Index,161.36,asset
869,1983-06-09,SPX Index,161.83,asset
870,1983-06-10,SPX Index,162.68,asset
871,1983-06-13,SPX Index,164.84,asset
872,1983-06-14,SPX Index,165.53,asset
873,1983-06-15,SPX Index,167.12,asset
874,1983-06-16,SPX Index,169.14,asset
875,1983-06-17,SPX Index,169.13,asset
876,1983-06-20,SPX Index,169.02,asset
877,1983-06-21,SPX Index,170.53,asset
878,1983-06-22,SPX Index,170.99,asset
879,1983-06-23,SPX Index,170.57,asset
880,1983-06-24,SPX Index,170.4,asset
881,1983-06-27,SPX Index,168.46,asset
882,1983-06-28,SPX Index,165.68,asset
883,1983-06-29,SPX Index,166.64,asset
884,1983-06-30,SPX Index,168.11,asset
885,1983-07-01,SPX Index,168.91,asset
886,1983-07-05,SPX Index,166.6,asset
887,1983-07-06,SPX Index,168.48,asset
888,1983-07-07,SPX Index,167.56,asset
889,1983-07-08,SPX Index,167.08,asset
890,1983-07-11,SPX Index,168.11,asset
891,1983-07-12,SPX Index,165.53,asset
892,1983-07-13,SPX Index,165.46,asset
893,1983-07-14,SPX Index,166.01,asset
894,1983-07-15,SPX Index,164.29,asset
895,1983-07-18,SPX Index,163.95,asset
896,1983-07-19,SPX Index,164.83,asset
897,1983-07-20,SPX Index,169.29,asset
898,1983-07-21,SPX Index,169.06,asset
899,1983-07-22,SPX Index,168.89,asset
900,1983-07-25,SPX Index,169.53,asset
901,1983-07-26,SPX Index,170.35,asset
902,1983-07-27,SPX Index,167.59,asset
903,1983-07-28,SPX Index,165.04,asset
904,1983-07-29,SPX Index,162.56,asset
905,1983-08-01,SPX Index,162.04,asset
906,1983-08-02,SPX Index,162.01,asset
907,1983-08-03,SPX Index,163.44,asset
908,1983-08-04,SPX Index,161.33,asset
909,1983-08-05,SPX Index,161.74,asset
910,1983-08-08,SPX Index,159.18,asset
911,1983-08-09,SPX Index,160.13,asset
912,1983-08-10,SPX Index,161.54,asset
913,1983-08-11,SPX Index,161.55,asset
914,1983-08-12,SPX Index,162.16,asset
915,1983-08-15,SPX Index,163.71,asset
916,1983-08-16,SPX Index,163.41,asset
917,1983-08-17,SPX Index,165.29,asset
918,1983-08-18,SPX Index,163.55,asset
919,1983-08-19,SPX Index,163.98,asset
920,1983-08-22,SPX Index,164.34,asset
921,1983-08-23,SPX Index,162.77,asset
922,1983-08-24,SPX Index,161.25,asset
923,1983-08-25,SPX Index,160.84,asset
924,1983-08-26,SPX Index,162.14,asset
925,1983-08-29,SPX Index,162.25,asset
926,1983-08-30,SPX Index,162.58,asset
927,1983-08-31,SPX Index,164.4,asset
928,1983-09-01,SPX Index,164.23,asset
929,1983-09-02,SPX Index,165.0,asset
930,1983-09-06,SPX Index,167.89,asset
931,1983-09-07,SPX Index,167.96,asset
932,1983-09-08,SPX Index,167.77,asset
933,1983-09-09,SPX Index,166.92,asset
934,1983-09-12,SPX Index,165.48,asset
935,1983-09-13,SPX Index,164.8,asset
936,1983-09-14,SPX Index,165.36,asset
937,1983-09-15,SPX Index,164.38,asset
938,1983-09-16,SPX Index,166.24,asset
939,1983-09-19,SPX Index,167.62,asset
940,1983-09-20,SPX Index,169.25,asset
941,1983-09-21,SPX Index,168.41,asset
942,1983-09-22,SPX Index,169.76,asset
943,1983-09-23,SPX Index,169.51,asset
944,1983-09-26,SPX Index,170.07,asset
945,1983-09-27,SPX Index,168.43,asset
946,1983-09-28,SPX Index,168.01,asset
947,1983-09-29,SPX Index,167.23,asset
948,1983-09-30,SPX Index,166.07,asset
949,1983-10-03,SPX Index,165.8,asset
950,1983-10-04,SPX Index,166.27,asset
951,1983-10-05,SPX Index,167.74,asset
952,1983-10-06,SPX Index,170.28,asset
953,1983-10-07,SPX Index,170.8,asset
954,1983-10-10,SPX Index,172.65,asset
955,1983-10-11,SPX Index,170.34,asset
956,1983-10-12,SPX Index,169.63,asset
957,1983-10-13,SPX Index,169.88,asset
958,1983-10-14,SPX Index,169.86,asset
959,1983-10-17,SPX Index,170.43,asset
960,1983-10-18,SPX Index,167.81,asset
961,1983-10-19,SPX Index,166.73,asset
962,1983-10-20,SPX Index,166.98,asset
963,1983-10-21,SPX Index,165.95,asset
964,1983-10-24,SPX Index,165.99,asset
965,1983-10-25,SPX Index,166.47,asset
966,1983-10-26,SPX Index,165.38,asset
967,1983-10-27,SPX Index,164.84,asset
968,1983-10-28,SPX Index,163.37,asset
969,1983-10-31,SPX Index,163.55,asset
970,1983-11-01,SPX Index,163.64,asset
971,1983-11-02,SPX Index,164.84,asset
972,1983-11-03,SPX Index,163.45,asset
973,1983-11-04,SPX Index,162.44,asset
974,1983-11-07,SPX Index,161.91,asset
975,1983-11-08,SPX Index,161.76,asset
976,1983-11-09,SPX Index,163.97,asset
977,1983-11-10,SPX Index,164.41,asset
978,1983-11-11,SPX Index,166.29,asset
979,1983-11-14,SPX Index,166.58,asset
980,1983-11-15,SPX Index,165.36,asset
981,1983-11-16,SPX Index,166.08,asset
982,1983-11-17,SPX Index,166.13,asset
983,1983-11-18,SPX Index,165.09,asset
984,1983-11-21,SPX Index,166.05,asset
985,1983-11-22,SPX Index,166.84,asset
986,1983-11-23,SPX Index,166.96,asset
987,1983-11-25,SPX Index,167.18,asset
988,1983-11-28,SPX Index,166.54,asset
989,1983-11-29,SPX Index,167.91,asset
990,1983-11-30,SPX Index,166.4,asset
991,1983-12-01,SPX Index,166.49,asset
992,1983-12-02,SPX Index,165.44,asset
993,1983-12-05,SPX Index,165.77,asset
994,1983-12-06,SPX Index,165.47,asset
995,1983-12-07,SPX Index,165.91,asset
996,1983-12-08,SPX Index,165.2,asset
997,1983-12-09,SPX Index,165.09,asset
998,1983-12-12,SPX Index,165.62,asset
999,1983-12-13,SPX Index,164.93,asset
1000,1983-12-14,SPX Index,163.33,asset
1001,1983-12-15,SPX Index,161.67,asset
1002,1983-12-16,SPX Index,162.39,asset
1003,1983-12-19,SPX Index,162.32,asset
1004,1983-12-20,SPX Index,162.0,asset
1005,1983-12-21,SPX Index,163.56,asset
1006,1983-12-22,SPX Index,163.27,asset
1007,1983-12-23,SPX Index,163.22,asset
1008,1983-12-27,SPX Index,164.76,asset
1009,1983-12-28,SPX Index,165.34,asset
1010,1983-12-29,SPX Index,164.86,asset
1011,1983-12-30,SPX Index,164.93,asset
1012,1984-01-03,SPX Index,164.04,asset
1013,1984-01-04,SPX Index,166.78,asset
1014,1984-01-05,SPX Index,168.81,asset
1015,1984-01-06,SPX Index,169.28,asset
1016,1984-01-09,SPX Index,168.9,asset
1017,1984-01-10,SPX Index,167.95,asset
1018,1984-01-11,SPX Index,167.79,asset
1019,1984-01-12,SPX Index,167.75,asset
1020,1984-01-13,SPX Index,167.02,asset
1021,1984-01-16,SPX Index,167.18,asset
1022,1984-01-17,SPX Index,167.83,asset
1023,1984-01-18,SPX Index,167.55,asset
1024,1984-01-19,SPX Index,167.04,asset
1025,1984-01-20,SPX Index,166.21,asset
1026,1984-01-23,SPX Index,164.87,asset
1027,1984-01-24,SPX Index,165.94,asset
1028,1984-01-25,SPX Index,164.84,asset
1029,1984-01-26,SPX Index,164.24,asset
1030,1984-01-27,SPX Index,163.94,asset
1031,1984-01-30,SPX Index,162.87,asset
1032,1984-01-31,SPX Index,163.41,asset
1033,1984-02-01,SPX Index,162.74,asset
1034,1984-02-02,SPX Index,163.36,asset
1035,1984-02-03,SPX Index,160.91,asset
1036,1984-02-06,SPX Index,158.08,asset
1037,1984-02-07,SPX Index,158.74,asset
1038,1984-02-08,SPX Index,155.85,asset
1039,1984-02-09,SPX Index,155.42,asset
1040,1984-02-10,SPX Index,156.3,asset
1041,1984-02-13,SPX Index,154.95,asset
1042,1984-02-14,SPX Index,156.61,asset
1043,1984-02-15,SPX Index,156.25,asset
1044,1984-02-16,SPX Index,156.13,asset
1045,1984-02-17,SPX Index,155.74,asset
1046,1984-02-21,SPX Index,154.64,asset
1047,1984-02-22,SPX Index,154.31,asset
1048,1984-02-23,SPX Index,154.29,asset
1049,1984-02-24,SPX Index,157.51,asset
1050,1984-02-27,SPX Index,159.3,asset
1051,1984-02-28,SPX Index,156.82,asset
1052,1984-02-29,SPX Index,157.06,asset
1053,1984-03-01,SPX Index,158.19,asset
1054,1984-03-02,SPX Index,159.24,asset
1055,1984-03-05,SPX Index,157.89,asset
1056,1984-03-06,SPX Index,156.25,asset
1057,1984-03-07,SPX Index,154.57,asset
1058,1984-03-08,SPX Index,155.19,asset
1059,1984-03-09,SPX Index,154.35,asset
1060,1984-03-12,SPX Index,156.34,asset
1061,1984-03-13,SPX Index,156.78,asset
1062,1984-03-14,SPX Index,156.77,asset
1063,1984-03-15,SPX Index,157.41,asset
1064,1984-03-16,SPX Index,159.27,asset
1065,1984-03-19,SPX Index,157.78,asset
1066,1984-03-20,SPX Index,158.86,asset
1067,1984-03-21,SPX Index,158.66,asset
1068,1984-03-22,SPX Index,156.69,asset
1069,1984-03-23,SPX Index,156.86,asset
1070,1984-03-26,SPX Index,156.67,asset
1071,1984-03-27,SPX Index,157.3,asset
1072,1984-03-28,SPX Index,159.88,asset
1073,1984-03-29,SPX Index,159.52,asset
1074,1984-03-30,SPX Index,159.18,asset
1075,1984-04-02,SPX Index,157.98,asset
1076,1984-04-03,SPX Index,157.66,asset
1077,1984-04-04,SPX Index,157.54,asset
1078,1984-04-05,SPX Index,155.04,asset
1079,1984-04-06,SPX Index,155.48,asset
1080,1984-04-09,SPX Index,155.45,asset
1081,1984-04-10,SPX Index,155.87,asset
1082,1984-04-11,SPX Index,155.0,asset
1083,1984-04-12,SPX Index,157.73,asset
1084,1984-04-13,SPX Index,157.31,asset
1085,1984-04-16,SPX Index,158.32,asset
1086,1984-04-17,SPX Index,158.97,asset
1087,1984-04-18,SPX Index,157.9,asset
1088,1984-04-19,SPX Index,158.02,asset
1089,1984-04-23,SPX Index,156.8,asset
1090,1984-04-24,SPX Index,158.07,asset
1091,1984-04-25,SPX Index,158.65,asset
1092,1984-04-26,SPX Index,160.3,asset
1093,1984-04-27,SPX Index,159.89,asset
1094,1984-04-30,SPX Index,160.05,asset
1095,1984-05-01,SPX Index,161.68,asset
1096,1984-05-02,SPX Index,161.9,asset
1097,1984-05-03,SPX Index,161.2,asset
1098,1984-05-04,SPX Index,159.11,asset
1099,1984-05-07,SPX Index,159.47,asset
1100,1984-05-08,SPX Index,160.52,asset
1101,1984-05-09,SPX Index,160.11,asset
1102,1984-05-10,SPX Index,160.0,asset
1103,1984-05-11,SPX Index,158.49,asset
1104,1984-05-14,SPX Index,157.5,asset
1105,1984-05-15,SPX Index,158.0,asset
1106,1984-05-16,SPX Index,157.99,asset
1107,1984-05-17,SPX Index,156.57,asset
1108,1984-05-18,SPX Index,155.78,asset
1109,1984-05-21,SPX Index,154.73,asset
1110,1984-05-22,SPX Index,153.88,asset
1111,1984-05-23,SPX Index,153.15,asset
1112,1984-05-24,SPX Index,151.23,asset
1113,1984-05-25,SPX Index,151.62,asset
1114,1984-05-29,SPX Index,150.29,asset
1115,1984-05-30,SPX Index,150.35,asset
1116,1984-05-31,SPX Index,150.55,asset
1117,1984-06-01,SPX Index,153.24,asset
1118,1984-06-04,SPX Index,154.34,asset
1119,1984-06-05,SPX Index,153.65,asset
1120,1984-06-06,SPX Index,155.01,asset
1121,1984-06-07,SPX Index,154.92,asset
1122,1984-06-08,SPX Index,155.17,asset
1123,1984-06-11,SPX Index,153.06,asset
1124,1984-06-12,SPX Index,152.19,asset
1125,1984-06-13,SPX Index,152.13,asset
1126,1984-06-14,SPX Index,150.39,asset
1127,1984-06-15,SPX Index,149.03,asset
1128,1984-06-18,SPX Index,151.73,asset
1129,1984-06-19,SPX Index,152.61,asset
1130,1984-06-20,SPX Index,154.84,asset
1131,1984-06-21,SPX Index,154.51,asset
1132,1984-06-22,SPX Index,154.46,asset
1133,1984-06-25,SPX Index,153.97,asset
1134,1984-06-26,SPX Index,152.71,asset
1135,1984-06-27,SPX Index,151.64,asset
1136,1984-06-28,SPX Index,152.84,asset
1137,1984-06-29,SPX Index,153.18,asset
1138,1984-07-02,SPX Index,153.2,asset
1139,1984-07-03,SPX Index,153.7,asset
1140,1984-07-05,SPX Index,152.76,asset
1141,1984-07-06,SPX Index,152.24,asset
1142,1984-07-09,SPX Index,153.36,asset
1143,1984-07-10,SPX Index,152.89,asset
1144,1984-07-11,SPX Index,150.56,asset
1145,1984-07-12,SPX Index,150.03,asset
1146,1984-07-13,SPX Index,150.88,asset
1147,1984-07-16,SPX Index,151.6,asset
1148,1984-07-17,SPX Index,152.38,asset
1149,1984-07-18,SPX Index,151.4,asset
1150,1984-07-19,SPX Index,150.37,asset
1151,1984-07-20,SPX Index,149.55,asset
1152,1984-07-23,SPX Index,148.95,asset
1153,1984-07-24,SPX Index,147.82,asset
1154,1984-07-25,SPX Index,148.83,asset
1155,1984-07-26,SPX Index,150.08,asset
1156,1984-07-27,SPX Index,151.19,asset
1157,1984-07-30,SPX Index,150.19,asset
1158,1984-07-31,SPX Index,150.66,asset
1159,1984-08-01,SPX Index,154.08,asset
1160,1984-08-02,SPX Index,157.99,asset
1161,1984-08-03,SPX Index,162.35,asset
1162,1984-08-06,SPX Index,162.6,asset
1163,1984-08-07,SPX Index,162.71,asset
1164,1984-08-08,SPX Index,161.75,asset
1165,1984-08-09,SPX Index,165.54,asset
1166,1984-08-10,SPX Index,165.42,asset
1167,1984-08-13,SPX Index,165.43,asset
1168,1984-08-14,SPX Index,164.42,asset
1169,1984-08-15,SPX Index,162.8,asset
1170,1984-08-16,SPX Index,163.77,asset
1171,1984-08-17,SPX Index,164.14,asset
1172,1984-08-20,SPX Index,164.94,asset
1173,1984-08-21,SPX Index,167.83,asset
1174,1984-08-22,SPX Index,167.06,asset
1175,1984-08-23,SPX Index,167.12,asset
1176,1984-08-24,SPX Index,167.51,asset
1177,1984-08-27,SPX Index,166.44,asset
1178,1984-08-28,SPX Index,167.4,asset
1179,1984-08-29,SPX Index,167.1,asset
1180,1984-08-30,SPX Index,166.6,asset
1181,1984-08-31,SPX Index,166.68,asset
1182,1984-09-04,SPX Index,164.88,asset
1183,1984-09-05,SPX Index,164.29,asset
1184,1984-09-06,SPX Index,165.65,asset
